"team","status","date"
"Robert Morris","Away",2014-12-17
"JMU","Away",2014-12-17
"Longwood","Away",2014-12-17
"Tennessee","Away",2014-12-17
"North Florida","Away",2014-12-17
"Kennesaw St","Away",2014-12-17
"Charleston So","Away",2014-12-17
"Gardner-Webb","Away",2014-12-17
"SIU-ED","Away",2014-12-17
"Ferrum","Away",2014-12-17
"St Francis (PA)","Away",2014-12-17
"Arkansas State","Away",2014-12-17
"Barber-Scotia","Away",2014-12-17
"Hampton","Away",2014-12-17
"Catawba","Away",2014-12-17
"Detroit","Away",2014-12-17
"Liberty","Away",2014-12-17
"S Carolina St","Away",2014-12-17
"N Colorado","Away",2014-12-17
"UT Martin","Away",2014-12-17
"Abil Christian","Away",2014-12-17
"Missouri State","Away",2014-12-17
"AR-Pine Bluff","Away",2014-12-17
"USC Upstate","Away",2014-12-17
"UIC","Away",2014-12-17
"Texas A&M-CC","Away",2014-12-17
"Cent Michigan","Away",2014-12-17
"UT Pan American","Away",2014-12-17
"Chicago State","Away",2014-12-17
"Alcorn State","Away",2014-12-17
"Georgia State","Away",2014-12-17
"Texas State","Away",2014-12-17
"Milligan","Away",2014-12-17
"Morehead State","Away",2014-12-17
"San Diego State","Away",2014-12-17
"E Michigan","Away",2014-12-17
"New Mexico St","Away",2014-12-17
"Loyola Mary","Away",2014-12-17
"Winthrop","Away",2014-12-17
"Incarnate Word","Away",2014-12-17
"Howard","Away",2014-12-17
"Cent Arkansas","Away",2014-12-17
"Northeastern","Away",2014-12-17
"Portland","Away",2014-12-17
"Grambling St","Away",2014-12-17
"CS Northridge","Away",2014-12-17
"North Texas","Home",2014-12-17
"St Francis (BKN)","Home",2014-12-17
"OSU","Home",2014-12-17
"Pitt","Home",2014-12-17
"Toledo","Home",2014-12-17
"Ball State","Home",2014-12-17
"Miami (OH)","Home",2014-12-17
"NC State","Home",2014-12-17
"FSU","Home",2014-12-17
"Youngstown St","Home",2014-12-17
"Wofford","Home",2014-12-17
"Jacksonville","Home",2014-12-17
"Campbell","Home",2014-12-17
"High Point","Home",2014-12-17
"Duquesne","Home",2014-12-17
"Miss St","Home",2014-12-17
"NC Central","Home",2014-12-17
"Illinois","Home",2014-12-17
"George Mason","Home",2014-12-17
"UCF","Home",2014-12-17
"UNC-Wilmington","Home",2014-12-17
"Texas Tech","Home",2014-12-17
"Omaha","Home",2014-12-17
"Illinois State","Home",2014-12-17
"Loyola (CHI)","Home",2014-12-17
"Tulsa","Home",2014-12-17
"Houston","Home",2014-12-17
"Memphis","Home",2014-12-17
"SMU","Home",2014-12-17
"Denver","Home",2014-12-17
"Northwestern","Home",2014-12-17
"Saint Louis","Home",2014-12-17
"W Kentucky","Home",2014-12-17
"Murray State","Home",2014-12-17
"Old Dominion","Home",2014-12-17
"SF Austin","Home",2014-12-17
"LA-Lafayette","Home",2014-12-17
"Green Bay","Home",2014-12-17
"Cincinnati","Home",2014-12-17
"Michigan State","Home",2014-12-17
"Baylor","Home",2014-12-17
"Stanford","Home",2014-12-17
"Auburn","Home",2014-12-17
"Grand Canyon","Home",2014-12-17
"Pepperdine","Home",2014-12-17
"New Mexico","Home",2014-12-17
"Cal Poly","Home",2014-12-17
"UNLV","Home",2014-12-17
"Washington","Home",2014-12-17
"Oregon","Home",2014-12-17
"St. Thomas (TX)","Away",2014-12-18
"Cleveland State","Away",2014-12-18
"Lehigh","Away",2014-12-18
"Stony Brook","Away",2014-12-18
"Seton Hall","Away",2014-12-18
"Temple","Away",2014-12-18
"Ga Southern","Away",2014-12-18
"Wright State","Away",2014-12-18
"South Alabama","Away",2014-12-18
"Yale","Away",2014-12-18
"FIU","Away",2014-12-18
"Idaho State","Away",2014-12-18
"Morgan State","Away",2014-12-18
"Nicholls State","Away",2014-12-18
"UConn","Away",2014-12-18
"Eureka","Away",2014-12-18
"Coast Carolina","Away",2014-12-18
"Southern Miss","Away",2014-12-18
"Appalachian St","Away",2014-12-18
"Oakland City","Away",2014-12-18
"Montana State","Away",2014-12-18
"LSU","Away",2014-12-18
"Ohio","Away",2014-12-18
"Walla Walla","Away",2014-12-18
"Portland State","Away",2014-12-18
"Nevada","Away",2014-12-18
"DePaul","Away",2014-12-18
"CS Dom. Hills","Away",2014-12-18
"CSU Bakersfield","Away",2014-12-18
"Rice","Home",2014-12-18
"UVA","Home",2014-12-18
"Quinnipiac","Home",2014-12-18
"Canisius","Home",2014-12-18
"USF","Home",2014-12-18
"Delaware","Home",2014-12-18
"Stetson","Home",2014-12-18
"W Carolina","Home",2014-12-18
"Richmond","Home",2014-12-18
"UVM","Home",2014-12-18
"LIU Brooklyn","Home",2014-12-18
"South Dakota St","Home",2014-12-18
"Rider","Home",2014-12-18
"LA Tech","Home",2014-12-18
"Duke","Home",2014-12-18
"Bradley","Home",2014-12-18
"Ole Miss","Home",2014-12-18
"Jackson State","Home",2014-12-18
"Charlotte","Home",2014-12-18
"Austin Peay","Home",2014-12-18
"South Dakota","Home",2014-12-18
"UAB","Home",2014-12-18
"Evansville","Home",2014-12-18
"Idaho","Home",2014-12-18
"San Francisco","Home",2014-12-18
"Pacific","Home",2014-12-18
"Oregon State","Home",2014-12-18
"CS Fullerton","Home",2014-12-18
"Utah State","Home",2014-12-18
"Wilberforce","Away",2014-12-19
"Jackson State","Away",2014-12-19
"Siena","Away",2014-12-19
"E Kentucky","Away",2014-12-19
"Saint Mary's","Away",2014-12-19
"N Arizona","Away",2014-12-19
"Niagara","Away",2014-12-19
"Case Western Reserve","Away",2014-12-19
"NC A&T","Away",2014-12-19
"N Illinois","Away",2014-12-19
"Concordia (MI)","Away",2014-12-19
"Clemson","Away",2014-12-19
"North Florida","Away",2014-12-19
"N Kentucky","Away",2014-12-19
"Hiwassee College","Away",2014-12-19
"Central Penn","Away",2014-12-19
"MD-E Shore","Away",2014-12-19
"SD Christian","Away",2014-12-19
"Tennessee St","Away",2014-12-19
"Stillman","Away",2014-12-19
"Tenn Tech","Away",2014-12-19
"Wash. College","Away",2014-12-19
"Bethune-Cookman","Away",2014-12-19
"South Dakota St","Away",2014-12-19
"Furman","Away",2014-12-19
"Dickinson State","Away",2014-12-19
"Southern Utah","Away",2014-12-19
"Lipscomb","Away",2014-12-19
"Chattanooga","Away",2014-12-19
"Winthrop","Away",2014-12-19
"Seattle","Away",2014-12-19
"LSU-Alexandria","Away",2014-12-19
"Milligan","Away",2014-12-19
"New Orleans","Away",2014-12-19
"AR-Pine Bluff","Away",2014-12-19
"Colorado State","Away",2014-12-19
"Alabama A&M","Away",2014-12-19
"UT Pan American","Away",2014-12-19
"E Washington","Away",2014-12-19
"Idaho State","Away",2014-12-19
"Arizona","Away",2014-12-19
"Hawaii","Away",2014-12-19
"Youngstown St","Home",2014-12-19
"Tulane","Home",2014-12-19
"Radford","Home",2014-12-19
"Miami (FL)","Home",2014-12-19
"St John's","Home",2014-12-19
"Norfolk State","Home",2014-12-19
"Buffalo","Home",2014-12-19
"Bucknell","Home",2014-12-19
"Kent State","Home",2014-12-19
"Dartmouth","Home",2014-12-19
"Cent Michigan","Home",2014-12-19
"South Carolina","Home",2014-12-19
"Florida A&M","Home",2014-12-19
"Morehead State","Home",2014-12-19
"Gardner-Webb","Home",2014-12-19
"Liberty","Home",2014-12-19
"Old Dominion","Home",2014-12-19
"UCSB","Home",2014-12-19
"Hampton","Home",2014-12-19
"Alabama","Home",2014-12-19
"Tennessee","Home",2014-12-19
"William & Mary","Home",2014-12-19
"Mercer","Home",2014-12-19
"CSU Bakersfield","Home",2014-12-19
"FGCU","Home",2014-12-19
"North Dakota","Home",2014-12-19
"Loyola (CHI)","Home",2014-12-19
"Princeton","Home",2014-12-19
"Mid Tennessee","Home",2014-12-19
"SE Louisiana","Home",2014-12-19
"Minnesota","Home",2014-12-19
"UL Monroe","Home",2014-12-19
"Lamar","Home",2014-12-19
"S Illinois","Home",2014-12-19
"Texas Tech","Home",2014-12-19
"Denver","Home",2014-12-19
"Marquette","Home",2014-12-19
"Creighton","Home",2014-12-19
"Cal","Home",2014-12-19
"Utah State","Home",2014-12-19
"UTEP","Home",2014-12-19
"Chaminade","Home",2014-12-19
"Louisville","Away",2014-12-20
"VCU","Away",2014-12-20
"SMU","Away",2014-12-20
"Charlotte","Away",2014-12-20
"Syracuse","Away",2014-12-20
"OSU","Away",2014-12-20
"South Alabama","Away",2014-12-20
"Mt St Mary's","Away",2014-12-20
"The Citadel","Away",2014-12-20
"UMass","Away",2014-12-20
"UMass Lowell","Away",2014-12-20
"Abil Christian","Away",2014-12-20
"Belmont","Away",2014-12-20
"S Carolina St","Away",2014-12-20
"USF","Away",2014-12-20
"Toledo","Away",2014-12-20
"Vanderbilt","Away",2014-12-20
"Truett-McConnell","Away",2014-12-20
"Elon","Away",2014-12-20
"Montreat","Away",2014-12-20
"Penn St Beaver","Away",2014-12-20
"St Bonaventure","Away",2014-12-20
"Albany","Away",2014-12-20
"Delaware","Away",2014-12-20
"Missouri","Away",2014-12-20
"Drexel","Away",2014-12-20
"St Francis (PA)","Away",2014-12-20
"E Illinois","Away",2014-12-20
"Indiana","Away",2014-12-20
"Lafayette","Away",2014-12-20
"Oral Roberts","Away",2014-12-20
"UMBC","Away",2014-12-20
"St. Joseph's (IN)","Away",2014-12-20
"FAU","Away",2014-12-20
"Marshall","Away",2014-12-20
"Delaware State","Away",2014-12-20
"Howard Payne","Away",2014-12-20
"W Michigan","Away",2014-12-20
"Arkansas Tech","Away",2014-12-20
"E Michigan","Away",2014-12-20
"UCLA","Away",2014-12-20
"Monmouth","Away",2014-12-20
"Oakland","Away",2014-12-20
"USC Upstate","Away",2014-12-20
"Presbyterian","Away",2014-12-20
"Southern","Away",2014-12-20
"Davidson","Away",2014-12-20
"Detroit","Away",2014-12-20
"UC Davis","Away",2014-12-20
"LA-Lafayette","Away",2014-12-20
"Houston Baptist","Away",2014-12-20
"NC Central","Away",2014-12-20
"Illinois State","Away",2014-12-20
"Iowa State","Away",2014-12-20
"Texas Southern","Away",2014-12-20
"Wake Forest","Away",2014-12-20
"High Point","Away",2014-12-20
"Huston-Tillotson","Away",2014-12-20
"UNH","Away",2014-12-20
"Northeastern","Away",2014-12-20
"Purdue","Away",2014-12-20
"PV A&M","Away",2014-12-20
"Xavier","Away",2014-12-20
"Texas A&M","Away",2014-12-20
"Saint Joe's","Away",2014-12-20
"Iona","Away",2014-12-20
"Morgan State","Away",2014-12-20
"ECU","Away",2014-12-20
"Valparaiso","Away",2014-12-20
"Boston U","Away",2014-12-20
"Richmond","Away",2014-12-20
"Bluffton","Away",2014-12-20
"Incarnate Word","Away",2014-12-20
"La Salle","Away",2014-12-20
"Hofstra","Away",2014-12-20
"NJIT","Away",2014-12-20
"CSU Bakersfield","Away",2014-12-20
"Iowa","Away",2014-12-20
"Milwaukee","Away",2014-12-20
"LBSU","Away",2014-12-20
"UTSA","Away",2014-12-20
"SE Missouri St","Away",2014-12-20
"Oklahoma","Away",2014-12-20
"Utah Valley","Away",2014-12-20
"Jacksonville St","Away",2014-12-20
"Lehigh","Away",2014-12-20
"New Mexico","Away",2014-12-20
"St. Edward's","Away",2014-12-20
"NC State","Away",2014-12-20
"Cal Poly","Away",2014-12-20
"Ball State","Away",2014-12-20
"Fresno State","Away",2014-12-20
"Texas A&M-CC","Away",2014-12-20
"Montana State","Away",2014-12-20
"South Dakota St","Away",2014-12-20
"Stanford","Away",2014-12-20
"Utah","Away",2014-12-20
"W Kentucky","Home",2014-12-20
"Cincinnati","Home",2014-12-20
"Michigan","Home",2014-12-20
"Georgetown","Home",2014-12-20
"Villanova","Home",2014-12-20
"UNC","Home",2014-12-20
"IUPUI","Home",2014-12-20
"American U","Home",2014-12-20
"VT","Home",2014-12-20
"Providence","Home",2014-12-20
"Duquesne","Home",2014-12-20
"Boise State","Home",2014-12-20
"Fairfield","Home",2014-12-20
"Houston","Home",2014-12-20
"FSU","Home",2014-12-20
"McNeese State","Home",2014-12-20
"Georgia Tech","Home",2014-12-20
"Jacksonville","Home",2014-12-20
"UNC Greensboro","Home",2014-12-20
"Campbell","Home",2014-12-20
"Longwood","Home",2014-12-20
"Binghamton","Home",2014-12-20
"Yale","Home",2014-12-20
"Fair Dickinson","Home",2014-12-20
"Illinois","Home",2014-12-20
"Penn State","Home",2014-12-20
"Rutgers","Home",2014-12-20
"Indiana State","Home",2014-12-20
"Butler","Home",2014-12-20
"Kansas","Home",2014-12-20
"Memphis","Home",2014-12-20
"Kennesaw St","Home",2014-12-20
"Chicago State","Home",2014-12-20
"St Francis (BKN)","Home",2014-12-20
"Arkansas State","Home",2014-12-20
"Oregon","Home",2014-12-20
"UT-Arlington","Home",2014-12-20
"Northwestern","Home",2014-12-20
"SF Austin","Home",2014-12-20
"Missouri State","Home",2014-12-20
"Kentucky","Home",2014-12-20
"Wagner","Home",2014-12-20
"Pitt","Home",2014-12-20
"Miss St","Home",2014-12-20
"UT Martin","Home",2014-12-20
"Wyoming","Home",2014-12-20
"Charleston","Home",2014-12-20
"URI","Home",2014-12-20
"Air Force","Home",2014-12-20
"Northwestern St","Home",2014-12-20
"UC Riverside","Home",2014-12-20
"Miss Valley St","Home",2014-12-20
"Murray State","Home",2014-12-20
"Drake","Home",2014-12-20
"Michigan State","Home",2014-12-20
"Florida","Home",2014-12-20
"JMU","Home",2014-12-20
"Texas State","Home",2014-12-20
"Sacred Heart","Home",2014-12-20
"Santa Clara","Home",2014-12-20
"Notre Dame","Home",2014-12-20
"Sam Houston","Home",2014-12-20
"Auburn","Home",2014-12-20
"Kansas State","Home",2014-12-20
"Marist","Home",2014-12-20
"George Mason","Home",2014-12-20
"Manhattan","Home",2014-12-20
"UNC-Wilmington","Home",2014-12-20
"IPFW","Home",2014-12-20
"Dayton","Home",2014-12-20
"Pepperdine","Home",2014-12-20
"Akron","Home",2014-12-20
"UMKC","Home",2014-12-20
"Towson","Home",2014-12-20
"Columbia","Home",2014-12-20
"Cent Conn St","Home",2014-12-20
"Idaho State","Home",2014-12-20
"Northern Iowa","Home",2014-12-20
"SIU-ED","Home",2014-12-20
"Texas","Home",2014-12-20
"TCU","Home",2014-12-20
"Arkansas","Home",2014-12-20
"Washington","Home",2014-12-20
"Weber State","Home",2014-12-20
"N Colorado","Home",2014-12-20
"Arizona State","Home",2014-12-20
"New Mexico St","Home",2014-12-20
"Grand Canyon","Home",2014-12-20
"West Virginia","Home",2014-12-20
"Gonzaga","Home",2014-12-20
"San Diego State","Home",2014-12-20
"Pacific","Home",2014-12-20
"CS Northridge","Home",2014-12-20
"Portland","Home",2014-12-20
"Utah State","Home",2014-12-20
"BYU","Home",2014-12-20
"UNLV","Home",2014-12-20
"Harvard","Away",2014-12-21
"Oregon State","Away",2014-12-21
"Maine","Away",2014-12-21
"San Francisco","Away",2014-12-21
"FerrisSt","Away",2014-12-21
"Coast Carolina","Away",2014-12-21
"Maryland","Away",2014-12-21
"Holy Cross","Away",2014-12-21
"UT Pan American","Away",2014-12-21
"Loyola (MD)","Away",2014-12-21
"Creighton","Away",2014-12-21
"W Carolina","Away",2014-12-21
"Cornell","Away",2014-12-21
"Reinhardt","Away",2014-12-21
"UVM","Away",2014-12-21
"Southern Miss","Away",2014-12-21
"AR-Little Rock","Away",2014-12-21
"Alabama State","Away",2014-12-21
"FIU","Away",2014-12-21
"Goshen","Away",2014-12-21
"South Dakota","Away",2014-12-21
"Bryant","Away",2014-12-21
"Austin Peay","Away",2014-12-21
"Tennessee St","Away",2014-12-21
"UL Monroe","Away",2014-12-21
"Coker","Away",2014-12-21
"N Arizona","Away",2014-12-21
"SD Christian","Away",2014-12-21
"USC","Away",2014-12-21
"UC Irvine","Away",2014-12-21
"Troy","Away",2014-12-21
"Seton Hall","Away",2014-12-21
"Appalachian St","Away",2014-12-21
"North Dakota St","Away",2014-12-21
"San Jose State","Away",2014-12-21
"Alcorn State","Away",2014-12-21
"Sacramento St","Away",2014-12-21
"UVA","Home",2014-12-21
"Quinnipiac","Home",2014-12-21
"Army","Home",2014-12-21
"Cleveland State","Home",2014-12-21
"Bowling Green","Home",2014-12-21
"Cent Arkansas","Home",2014-12-21
"Oklahoma State","Home",2014-12-21
"Canisius","Home",2014-12-21
"Omaha","Home",2014-12-21
"Stony Brook","Home",2014-12-21
"North Texas","Home",2014-12-21
"UNC Asheville","Home",2014-12-21
"Radford","Home",2014-12-21
"Winthrop","Home",2014-12-21
"Saint Louis","Home",2014-12-21
"Georgia State","Home",2014-12-21
"Green Bay","Home",2014-12-21
"Evansville","Home",2014-12-21
"Hartford","Home",2014-12-21
"Valparaiso","Home",2014-12-21
"Montana","Home",2014-12-21
"Denver","Home",2014-12-21
"Lipscomb","Home",2014-12-21
"Mid Tennessee","Home",2014-12-21
"Samford","Home",2014-12-21
"South Carolina","Home",2014-12-21
"Hampton","Home",2014-12-21
"San Diego","Home",2014-12-21
"Boston College","Home",2014-12-21
"Bradley","Home",2014-12-21
"Nicholls State","Home",2014-12-21
"Georgia","Home",2014-12-21
"Alabama","Home",2014-12-21
"Kent State","Home",2014-12-21
"Washington St","Home",2014-12-21
"UTEP","Home",2014-12-21
"Seattle","Home",2014-12-21
"Stetson","Away",2014-12-22
"Brown","Away",2014-12-22
"UIC","Away",2014-12-22
"Bradley","Away",2014-12-22
"Ohio","Away",2014-12-22
"Southern Utah","Away",2014-12-22
"Elon","Away",2014-12-22
"Dartmouth","Away",2014-12-22
"UC Irvine","Away",2014-12-22
"DePaul","Away",2014-12-22
"Lewis & Clark","Away",2014-12-22
"S Carolina St","Away",2014-12-22
"Miami (OH)","Away",2014-12-22
"Idaho","Away",2014-12-22
"Manhattan","Away",2014-12-22
"The Citadel","Away",2014-12-22
"Gardner-Webb","Away",2014-12-22
"Truett-McConnell","Away",2014-12-22
"Kansas","Away",2014-12-22
"N Illinois","Away",2014-12-22
"Fairfield","Away",2014-12-22
"IPFW","Away",2014-12-22
"Florida A&M","Away",2014-12-22
"SE Louisiana","Away",2014-12-22
"Bucknell","Away",2014-12-22
"Colgate","Away",2014-12-22
"Towson","Away",2014-12-22
"Oakland","Away",2014-12-22
"VMI","Away",2014-12-22
"UT Martin","Away",2014-12-22
"East Tenn St","Away",2014-12-22
"Mercer","Away",2014-12-22
"Liberty","Away",2014-12-22
"MD-E Shore","Away",2014-12-22
"E Kentucky","Away",2014-12-22
"William & Mary","Away",2014-12-22
"LIU Brooklyn","Away",2014-12-22
"Binghamton","Away",2014-12-22
"Delaware","Away",2014-12-22
"New Orleans","Away",2014-12-22
"Norfolk State","Away",2014-12-22
"Alabama A&M","Away",2014-12-22
"North Dakota St","Away",2014-12-22
"LBSU","Away",2014-12-22
"Wofford","Away",2014-12-22
"Columbia","Away",2014-12-22
"Weber State","Away",2014-12-22
"Southern","Away",2014-12-22
"Charleston So","Away",2014-12-22
"Grambling St","Away",2014-12-22
"Loyola (CHI)","Away",2014-12-22
"Incarnate Word","Away",2014-12-22
"Cent Michigan","Away",2014-12-22
"North Florida","Away",2014-12-22
"UAB","Away",2014-12-22
"Furman","Away",2014-12-22
"Chicago State","Away",2014-12-22
"NC Central","Away",2014-12-22
"Penn","Away",2014-12-22
"Rice","Away",2014-12-22
"Coppin State","Away",2014-12-22
"SE Missouri St","Away",2014-12-22
"Oral Roberts","Away",2014-12-22
"Murray State","Away",2014-12-22
"Simpson","Away",2014-12-22
"Tenn Tech","Away",2014-12-22
"Wisconsin","Away",2014-12-22
"North Dakota","Away",2014-12-22
"UC Davis","Away",2014-12-22
"Miami (FL)","Away",2014-12-22
"Jacksonville St","Away",2014-12-22
"UCSB","Away",2014-12-22
"Milwaukee","Away",2014-12-22
"Charleston","Away",2014-12-22
"Northeastern","Away",2014-12-22
"Northern New Mexico","Away",2014-12-22
"Kent State","Away",2014-12-22
"Walla Walla","Away",2014-12-22
"Lewis Clark St","Away",2014-12-22
"Marshall","Away",2014-12-22
"Texas A&M-CC","Away",2014-12-22
"Boise State","Away",2014-12-22
"Loyola Mary","Away",2014-12-22
"Tulane","Away",2014-12-22
"UC Riverside","Away",2014-12-22
"Nebraska","Away",2014-12-22
"FSU","Home",2014-12-22
"Cent Conn St","Home",2014-12-22
"Northwestern","Home",2014-12-22
"AR-Little Rock","Home",2014-12-22
"G Washington","Home",2014-12-22
"AR-Pine Bluff","Home",2014-12-22
"Kennesaw St","Home",2014-12-22
"Penn State","Home",2014-12-22
"Green Bay","Home",2014-12-22
"Colorado","Home",2014-12-22
"Portland","Home",2014-12-22
"Abil Christian","Home",2014-12-22
"OSU","Home",2014-12-22
"N Kentucky","Home",2014-12-22
"Fordham","Home",2014-12-22
"Michigan State","Home",2014-12-22
"Purdue","Home",2014-12-22
"Ga Southern","Home",2014-12-22
"Temple","Home",2014-12-22
"Notre Dame","Home",2014-12-22
"Albany","Home",2014-12-22
"Illinois State","Home",2014-12-22
"ECU","Home",2014-12-22
"UCF","Home",2014-12-22
"Wake Forest","Home",2014-12-22
"Syracuse","Home",2014-12-22
"Navy","Home",2014-12-22
"Clemson","Home",2014-12-22
"VT","Home",2014-12-22
"Butler","Home",2014-12-22
"VCU","Home",2014-12-22
"Tennessee","Home",2014-12-22
"Princeton","Home",2014-12-22
"St Bonaventure","Home",2014-12-22
"FAU","Home",2014-12-22
"Old Dominion","Home",2014-12-22
"UNH","Home",2014-12-22
"Mt St Mary's","Home",2014-12-22
"Robert Morris","Home",2014-12-22
"Indiana","Home",2014-12-22
"JMU","Home",2014-12-22
"W Michigan","Home",2014-12-22
"Alcorn State","Home",2014-12-22
"St John's","Home",2014-12-22
"West Virginia","Home",2014-12-22
"UConn","Home",2014-12-22
"Oklahoma","Home",2014-12-22
"Baylor","Home",2014-12-22
"Colorado State","Home",2014-12-22
"TCU","Home",2014-12-22
"Texas Tech","Home",2014-12-22
"Tulsa","Home",2014-12-22
"McNeese State","Home",2014-12-22
"Iowa","Home",2014-12-22
"Chattanooga","Home",2014-12-22
"Minnesota","Home",2014-12-22
"SIU-ED","Home",2014-12-22
"Jackson State","Home",2014-12-22
"Vanderbilt","Home",2014-12-22
"Lamar","Home",2014-12-22
"Michigan","Home",2014-12-22
"Ole Miss","Home",2014-12-22
"Missouri State","Home",2014-12-22
"S Illinois","Home",2014-12-22
"Drake","Home",2014-12-22
"UMKC","Home",2014-12-22
"Cal","Home",2014-12-22
